X1	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	MischiefMinus	MischiefPlus	X2654MINUS	X2654PLUS
LOC111557616	49	112	115	8	7	0	0	16	15
ANXA1	9393	16024	12889	9058	12200	214	131	10037	12252
LOC111557617	3	3	1	1	0	14	16	2	4
LOC109493731	11	16	10	9	9	43	65	2	4
RORB	176	340	283	204	237	148	171	59	111
TRPM6	391	838	687	642	793	345	439	593	730
LOC109493732	1	1	0	0	2	13	20	0	2
CD4H9orf40	188	247	222	262	316	71	43	153	187
CARNMT1	1010	1163	886	1594	2301	221	154	846	965
LOC111557619	13	18	13	23	21	97	87	4	6
NMRK1	256	477	403	407	536	171	202	201	237
LOC102900317	4	3	1	3	6	22	26	1	1
LOC111557671	0	0	0	0	0	0	0	0	0
OSTF1	1214	1491	1243	1881	2513	299	239	1258	1682
LOC109493737	1	2	2	0	1	22	32	8	6
PCSK5	875	3869	3475	1060	1259	355	395	1176	1550
LOC109493739	0	2	2	0	2	21	25	3	0
LOC109493740	1	3	3	0	0	13	13	1	3
RFK	1059	1217	896	1379	1869	63	54	543	753
GCNT1	395	552	414	2689	3386	183	204	19	27
LOC111557625	0	1	0	1	1	35	52	0	0
PRUNE2	2339	3605	2841	7261	9336	295	344	2219	2542
LOC111557626	1	2	3	4	4	54	41	0	3
FOXB2	0	0	0	0	0	12	8	0	0
LOC109493610	0	0	0	0	0	8	17	0	0
LOC109493609	0	0	0	0	0	6	10	0	0
VPS13A	2352	2758	2047	4317	6248	453	406	2200	2526
GNA14	208	26	22	76	102	79	75	9	16
GNAQ	2610	2364	1957	3068	3839	102	112	1555	1891
LOC109493742	0	0	0	0	1	29	38	0	0
LOC109493743	0	0	0	0	0	17	23	0	0
CEP78	118	83	74	137	191	115	112	40	58
PSAT1	10724	5790	4814	9693	12816	172	113	8117	9711
LOC101095924	0	0	0	0	0	25	20	0	0
LOC111557629	1	0	0	0	0	14	20	0	0
TLE4	545	378	299	416	505	260	233	284	400
LOC109493746	3	0	0	2	3	6	8	0	1
LOC111556232	0	0	0	0	0	10	18	0	0
LOC111557693	0	0	0	0	0	3	1	0	0
LOC109493747	0	0	0	0	0	34	27	0	0
LOC109493613	0	0	1	0	0	80	109	0	0
LOC109493749	0	0	0	0	0	22	28	0	0
LOC111557630	0	0	0	2	0	51	52	0	0
LOC111557645	0	0	0	0	0	1	6	0	0
LOC105261088	6	2	3	7	13	6	11	1	4
LOC111557631	0	0	0	0	0	36	57	0	0
LOC111557632	0	0	0	0	0	50	32	0	0
LOC109493752	0	0	0	0	0	15	7	0	0
TLE1	52	54	43	105	132	170	123	106	144
LOC109493753	0	0	1	1	0	32	51	0	7
LOC111556292	0	1	1	0	0	197	233	0	0
LOC111557676	0	1	0	3	1	7	2	0	1
LOC111557694	0	0	0	0	0	2	6	0	0
RASEF	0	1	1	0	0	148	149	0	0
LOC111557450	0	0	0	0	0	27	22	0	0
FRMD3	9	5	3	3	2	174	152	12	6
IDNK	78	166	150	102	161	126	85	125	98
UBQLN1	4477	4817	3765	5843	7619	284	186	3074	3966
GKAP1	98	139	128	144	231	72	82	164	227
KIF27	283	449	308	354	413	135	198	129	143
LOC109493763	0	0	0	2	1	4	10	0	0
LOC109493764	0	0	0	0	0	10	8	0	0
CD4H9orf64	383	253	172	482	608	54	50	209	255
HNRNPK	13214	13643	11219	15795	21161	1440	900	9375	11425
RMI1	139	178	123	197	288	58	100	113	111
LOC111557646	0	0	0	0	0	0	3	0	0
SLC28A3	2	1	0	0	3	121	146	0	0
LOC111557648	0	0	0	0	0	7	1	0	0
LOC109493767	3	6	3	1	1	138	205	1	2
LOC111557452	0	0	0	0	0	82	114	0	0
NTRK2	497	849	837	17	34	284	347	603	890
LOC109493769	0	0	0	0	0	78	88	0	0
LOC109493770	0	0	0	0	0	67	59	0	0
LOC111557453	0	0	0	0	0	2	1	0	0
LOC109491350	0	1	0	0	0	0	0	2	3
LOC109493615	0	0	0	0	0	6	9	0	0
LOC109493771	0	0	0	0	0	47	35	0	0
AGTPBP1	464	453	382	651	938	161	160	290	307
NAA35	360	452	329	472	673	130	140	266	423
GOLM1	9103	11233	9618	8677	11384	131	126	5325	6226
CD4H9orf153	0	1	0	0	0	77	70	0	0
ISCA1	885	1392	1059	1060	1449	55	44	1020	1341
ZCCHC6	881	960	715	952	1252	480	384	704	917
LOC109493617	0	0	2	0	0	5	8	0	0
LOC102899122	4	11	11	6	10	14	10	12	8
LOC102899161	83	9	3	14	14	67	48	2	8
LOC109493775	28	3	5	8	7	28	33	4	0
LOC109493773	34	10	6	17	23	135	169	15	21
LOC109493774	197	84	92	171	250	17	39	94	77
GAS1	1050	1056	1046	779	910	10	4	1060	1215
LOC109493619	15	12	3	56	68	76	61	3	10
DAPK1	574	1145	959	802	926	255	261	639	686
LOC101101202	0	0	0	0	0	3	9	0	0
LOC101080443	0	0	0	0	0	55	80	0	0
LOC101082891	0	0	0	0	0	48	56	0	0
PDP	0	0	0	22	36	49	44	0	0
LOC101087880	8	16	8	26	38	51	60	5	5
FBP2	29	62	40	17	35	119	132	4	2
FBP1	3	8	9	11	8	36	31	1	3
LOC111557454	0	0	0	0	1	59	82	0	0
LOC111557582	1	1	1	0	0	27	43	0	0
CD4H9orf3	4173	3507	2874	4573	5869	240	241	2015	2588
LOC111557684	0	0	0	0	0	0	2	0	0
LOC111557691	0	0	0	0	0	7	11	1	0
LOC109493780	7	5	5	3	4	40	22	2	2
FANCC	43	29	21	81	95	62	42	20	27
PTCH1	145	134	104	198	275	306	376	89	81
LOC111557455	5	1	1	0	2	7	22	3	4
LOC111557456	0	0	0	0	0	0	2	0	0
ERCC6L2	1238	1512	1238	1504	1981	145	139	944	1236
LOC111557714	0	0	0	0	0	0	1	0	0
LOC102899622	0	0	1	0	0	30	31	0	0
LOC109493621	0	1	0	0	0	33	27	0	0
HSD17B3	1	0	0	1	0	120	123	0	0
LOC111557710	0	0	0	0	0	5	1	0	0
SLC35D2	143	114	95	217	293	66	67	52	76
ZNF367	55	11	11	34	36	63	72	13	11
LOC111557692	0	0	0	0	0	0	3	0	0
HABP4	168	171	138	295	415	99	115	145	167
CDC14B	443	329	256	391	552	210	184	228	277
LOC111557685	0	0	0	0	0	0	3	0	0
LOC109493784	82	96	70	157	232	10	13	116	146
AAED1	103	123	110	182	253	33	23	86	133
LOC101090147	3	13	8	2	7	41	35	1	0
LOC111557700	0	0	0	0	0	11	10	0	0
LOC102900842	7	9	9	2	1	67	44	4	3
LOC111557458	9	9	8	5	8	72	95	1	11
ZNF510	86	74	75	80	89	34	30	30	61
LOC109493787	16	30	16	27	20	15	24	12	16
LOC101090653	136	150	126	177	210	61	77	96	110
LOC101086605	2951	3828	3056	2532	3324	43	60	2709	3203
LOC111557459	5	7	4	4	9	22	25	2	4
LOC111557635	0	0	0	0	0	14	12	0	0
LOC111557587	1	1	0	0	0	21	22	2	1
LOC101091410	0	0	0	0	0	134	158	0	0
LOC101091908	551	712	528	478	694	57	71	491	573
MLANA	15	338	223	21	33	32	20	532	642
KIAA2026	953	1170	878	1113	1384	235	173	707	932
LOC111557683	0	0	0	0	0	4	11	0	0
RANBP6	462	532	452	605	839	94	98	178	236
IL33	1493	1704	1406	215	282	65	64	1724	2052
TPD52L3	0	0	0	0	0	0	0	0	0
UHRF2	533	674	513	661	940	191	187	496	593
GLDC	4	5	4	1	0	183	263	3	3
KDM4C	895	879	785	771	1175	352	329	733	808
LOC109493789	6	3	2	1	3	41	38	3	2
LOC111557461	1	0	1	1	1	31	31	0	1
LOC111557633	1	0	0	0	0	0	1	0	0
LOC111557460	10	4	2	4	9	39	53	9	7
DMAC1	235	202	199	252	432	7	20	135	165
LOC109493622	0	0	0	0	0	13	13	0	0
LOC109493792	0	0	0	0	0	9	14	0	0
PTPRD	31	129	114	47	91	277	352	4	16
LOC109493795	0	0	0	0	0	34	26	0	0
LOC111557653	0	0	0	0	0	11	10	0	0
LOC111557649	0	0	0	1	0	0	4	0	0
LOC111557464	12	5	6	11	9	0	0	80	82
TYRP1	1	1	1	0	0	49	59	1	0
LURAP1L	1273	1365	1122	1001	1191	32	32	1166	1346
LOC109493796	2	3	0	4	3	20	29	0	1
MPDZ	4355	5068	4032	5136	6419	316	348	1699	1930
LOC109493798	73	57	32	60	47	29	46	15	38
LOC111557595	1	0	0	0	4	2	6	0	0
LOC102901792	2	0	0	0	2	36	56	0	0
LOC102901821	0	0	0	0	0	18	30	0	0
LOC109493801	2	0	0	0	0	101	110	0	0
NFIB	542	1200	879	660	992	241	234	247	254
LOC111557668	0	0	0	0	0	0	0	0	0
LOC102901864	1	7	7	1	1	28	44	0	1
LOC111557486	0	1	0	0	0	10	24	0	0
TRNAH-GUG_9	11	11	8	10	19	4	2	1	3
LOC109493803	0	0	0	0	0	18	28	0	0
ZDHHC21	1279	1193	869	1661	2251	116	119	697	856
CER1	1	1	0	0	0	10	24	0	0
FREM1	7	18	26	8	7	352	450	0	1
LOC111557488	1	8	7	2	1	84	95	0	2
TTC39B	939	2149	1771	936	1276	203	246	856	946
LOC111557468	0	0	0	0	0	16	16	0	0
LOC109493804	0	3	0	2	4	61	81	0	0
SNAPC3	412	501	448	421	588	108	120	289	345
PSIP1	1408	1256	944	1320	1895	1396	713	347	431
CCDC171	102	169	145	182	244	239	364	58	66
BNC2	773	1085	895	1104	1361	173	203	321	381
LOC102902344	1	0	0	2	0	7	9	0	4
LOC102902317	32	36	22	37	37	82	123	4	22
LOC111557489	0	1	0	1	1	16	21	0	0
LOC111557490	2	2	5	2	3	26	48	0	2
CNTLN	385	496	362	687	828	124	157	208	324
SH3GL2	0	0	5	0	2	81	121	0	0
LOC101081765	0	1	0	0	0	10	14	0	0
LOC111557469	0	0	0	1	0	83	65	0	0
LOC111557491	0	0	0	0	0	9	10	0	0
LOC109493808	0	0	1	0	0	46	50	0	0
ADAMTSL1	769	1095	999	595	697	300	353	542	585
LOC109493809	0	0	0	0	0	12	23	0	0
SAXO1	1	0	0	0	0	43	52	0	0
LOC109493810	0	0	0	0	1	6	9	0	0
RRAGA	538	552	491	687	1026	56	33	579	521
HAUS6	859	1014	769	937	1281	133	148	699	825
LOC111557665	7	9	13	20	23	2	1	4	1
PLIN2	8502	13772	11162	8889	11178	112	101	4429	4990
LOC102899268	8	20	20	7	8	19	37	7	13
DENND4C	4512	5996	4595	5355	6712	300	308	4220	5077
RPS6	21471	20548	16961	23236	28865	3006	1670	12446	15081
LOC109493811	0	0	0	0	0	23	6	0	0
ACER2	109	111	112	128	144	76	112	118	136
SLC24A2	0	0	0	0	0	169	252	1	4
LOC109493813	0	0	1	0	1	14	9	0	0
LOC109493812	0	0	0	0	0	12	15	0	0
LOC111557663	0	0	0	0	0	4	1	0	0
MLLT3	101	135	110	76	127	111	108	46	65
LOC111557642	0	0	0	0	0	30	33	0	0
FOCAD	1544	1786	1436	2054	2588	240	286	1181	1342
HACD4	99	271	214	230	248	42	78	65	99
IFNB1	0	1	1	0	0	11	10	0	0
LOC101088440	0	0	0	0	0	4	9	0	0
LOC101088699	0	0	0	0	0	11	12	0	0
IFNW4	0	1	0	0	0	27	17	0	0
IFNA8	0	0	0	0	0	5	0	0	0
IFNW11	0	1	0	0	1	18	31	0	0
IFNA5	0	0	0	0	0	1	3	0	0
LOC101081371	0	0	0	0	1	11	10	0	0
LOC111557471	0	0	0	0	0	4	1	0	0
LOC105259601	0	0	0	0	0	128	144	0	0
LOC109493818	2	7	2	0	1	34	54	1	0
KLHL9	1887	2281	1716	2506	3528	145	138	1629	1912
LOC109493819	0	0	0	0	1	9	19	0	0
LOC111557596	0	0	0	0	0	4	3	0	0
IFNA7	0	1	0	0	0	35	36	0	0
IFNW12	0	0	0	0	0	10	5	0	0
IFNE	0	0	0	0	0	11	14	0	0
MTAP	1551	1349	1188	1925	2745	151	135	1026	1352
LOC109493821	4	1	1	4	6	22	45	2	1
CDKN2A	478	1037	939	401	599	94	67	545	593
LOC109493822	0	0	0	1	4	32	39	1	1
CDKN2B	975	691	642	1197	1461	74	47	779	986
LOC105261121	2	3	0	2	2	16	36	0	1
LOC111557494	26	17	18	21	33	24	37	11	12
LOC111557495	19	29	26	32	28	67	62	7	21
LOC102901148	18	22	17	16	23	71	77	8	7
DMRTA1	1	0	0	1	0	50	76	0	2
LOC101089970	0	2	1	3	1	54	85	1	2
ELAVL2	11	63	41	28	35	43	61	27	24
LOC101090218	0	0	0	0	0	30	8	0	0
LOC111557497	0	0	0	0	0	10	22	0	0
LOC111557498	0	0	0	0	0	24	30	0	0
LOC102901354	0	0	0	0	0	22	25	0	0
IZUMO3	0	0	0	0	0	41	40	0	0
LOC109493828	0	0	0	0	0	15	28	0	0
LOC111557707	0	0	0	0	0	0	0	0	0
TUSC1	237	249	196	291	416	23	9	135	200
LOC109493833	1	0	0	0	0	88	129	0	0
LOC111557500	4	2	4	3	10	62	84	2	2
CAAP1	372	395	324	417	500	45	50	275	341
PLAA	637	896	708	989	1379	173	183	619	686
IFT74	772	822	600	817	941	75	74	412	597
LRRC19	5	1	0	3	4	17	10	3	1
LOC109493834	13	7	6	4	7	23	20	7	9
TEK	4	2	1	14	11	178	237	4	4
LOC101093554	0	0	0	0	1	211	196	0	0
EQTN	1	0	0	1	0	76	87	0	2
MOB3B	12	8	10	18	19	107	144	79	53
LOC109493835	3	2	0	1	1	174	187	9	7
IFNK	0	0	0	0	0	7	12	0	2
CD4H9orf72	899	793	656	888	1115	84	91	430	545
LOC109493837	6	2	2	2	5	7	13	0	1
LOC102902414	0	0	0	0	0	39	80	0	0
LOC111557599	0	0	0	0	0	21	22	0	0
LOC109493839	0	0	0	0	0	6	20	0	0
LINGO2	0	1	1	0	2	187	213	0	0
LOC109493836	0	0	0	0	0	25	32	0	0
LOC109493838	0	0	0	0	0	36	39	0	0
LOC111557641	0	0	0	0	0	1	7	0	0
LOC102899218	0	0	0	0	0	49	62	0	0
LOC102900146	1	0	2	0	0	18	19	0	1
ACO1	1447	1511	1198	1353	1815	186	232	1264	1480
DDX58	206	400	322	217	313	183	143	286	329
TOPORS	1134	1360	1012	1267	1770	256	210	795	1051
NDUFB6	657	839	745	726	966	62	38	569	806
LOC111557502	18	7	8	5	4	161	164	3	12
TMEM215	3	4	3	4	8	74	61	7	4
LOC111557503	9	2	4	4	5	45	42	2	9
LOC111557504	1	0	0	0	0	10	19	0	1
APTX	323	363	296	405	454	136	142	230	304
LOC109493840	6	6	5	4	3	10	16	1	1
DNAJA1	4098	4171	3420	3826	5259	302	174	2724	3394
SMU1	1853	2126	1745	2184	2905	324	226	1331	1660
B4GALT1	3583	4947	4215	4742	5802	209	183	3504	4421
LOC109493841	5	4	11	6	5	46	46	4	9
LOC111557712	0	0	1	1	0	5	3	0	0
SPINK4	4	1	1	8	11	133	141	3	1
BAG1	979	1121	957	1568	2160	235	199	807	1077
CHMP5	2118	2371	1942	2113	2760	169	107	1447	1600
NFX1	1390	1576	1164	1512	1926	245	209	826	1064
AQP7	2	0	0	1	0	238	261	0	0
LOC109493842	0	0	0	0	0	163	158	0	0
AQP3	3	5	3	4	7	56	49	14	18
NOL6	401	449	499	430	508	293	314	334	319
LOC102900678	6	12	10	7	9	44	35	10	10
UBE2R2	2558	3172	2526	3174	3952	284	209	1507	1995
UBAP2	531	617	526	873	1012	398	381	450	556
LOC111557674	2	3	0	0	2	0	4	1	0
LOC111557673	0	1	2	0	0	0	2	0	0
DCAF12	1849	1970	1636	2387	2932	193	193	1000	1355
LOC111557713	0	0	0	0	0	1	2	0	0
LOC109493844	4	5	4	10	12	16	15	0	3
UBAP1	1034	1148	1011	1139	1410	149	122	644	790
KIF24	51	58	31	70	109	243	209	31	39
TRNAK-CUU_67	0	0	0	0	0	13	25	0	0
NUDT2	212	275	208	231	348	46	60	162	203
LOC111557505	2	3	1	4	2	64	116	3	1
MYORG	139	134	152	134	181	149	146	107	123
CD4H9orf24	1	1	1	0	0	158	159	1	0
FAM219A	485	615	550	609	777	203	173	411	532
DNAI1	0	0	0	1	2	187	200	0	0
LOC109493845	1	0	2	0	0	31	33	1	0
ENHO	95	115	111	162	151	6	27	104	98
CNTFR	6	5	5	13	12	95	105	7	6
RPP25L	375	374	357	396	468	63	64	204	230
DCTN3	1451	1598	1443	1622	1928	99	92	1291	1353
ARID3C	16	8	6	12	14	109	118	5	4
SIGMAR1	988	1101	952	906	1023	61	71	619	752
GALT	706	756	653	781	841	145	154	618	799
IL11RA	2337	4474	3771	3389	3889	147	190	3287	3685
CCL27	10	10	12	9	8	20	16	4	6
LOC109493846	40	53	40	37	40	34	73	31	57
CCL19	12	4	6	2	8	31	47	24	30
CCL21	2	4	4	2	3	31	16	9	8
PHF24	54	22	19	113	106	98	127	6	9
FAM205A	2	3	3	2	2	117	129	2	0
FAM205C	1	1	2	1	2	51	67	1	5
LOC111557473	37	36	41	25	27	27	40	15	21
LOC111557506	0	1	0	0	0	55	64	0	0
LOC111557701	0	0	0	0	0	1	1	0	0
LOC109493847	0	0	0	0	0	31	21	0	0
DNAJB5	171	318	280	359	336	88	77	352	337
LOC111557706	0	1	0	1	0	0	2	3	1
LOC109493849	2	2	0	2	4	21	37	1	2
CD4H9orf131	34	20	19	48	36	192	204	20	21
VCP	12027	13799	11885	16386	21110	832	583	11052	13372
LOC111557507	0	1	0	0	1	16	22	2	1
FANCG	36	29	18	21	29	147	162	19	16
PIGO	1286	1326	1226	1000	1134	313	305	632	785
STOML2	1293	1579	1282	1467	1826	112	109	836	941
FAM214B	632	804	721	750	799	99	81	586	690
UNC13B	1350	2092	1570	1626	2287	706	713	1673	1787
LOC109493851	1	0	1	3	0	19	24	0	1
LOC101086263	15	57	58	96	103	198	288	55	74
LOC102899827	42	55	55	35	42	60	60	124	153
LOC111557703	0	0	0	0	0	2	2	0	0
RUSC2	1487	1952	1741	2335	2506	221	276	1781	2125
FAM166B	4	3	4	6	4	58	66	7	1
TESK1	149	172	136	190	198	155	124	109	109
CD72	1	18	2	3	9	124	111	1	4
SIT1	22972	37460	31199	24923	28283	1579	877	16538	19855
CCDC107	466	524	446	463	513	72	65	403	444
ARHGEF39	32	45	38	45	40	152	108	36	33
CA9	59	60	58	53	59	174	248	35	39
TPM2	21080	20824	17826	37984	43804	136	128	54604	68907
LOC105261117	38	11	15	31	20	13	35	28	39
TLN1	24038	28453	24993	40057	45389	2710	2062	22417	24778
CREB3	653	837	735	765	875	148	130	507	522
GBA2	596	588	536	706	739	255	264	333	354
RGP1	656	1107	929	1034	1215	225	221	915	1161
MSMP	0	0	0	0	0	0	0	0	0
LOC102900490	1	0	0	0	0	74	74	0	0
NPR2	664	780	607	542	690	236	295	466	582
SPAG8	43	22	20	24	33	60	72	18	17
HINT2	611	576	514	700	814	32	21	469	521
LOC102900894	0	0	0	1	1	22	21	0	0
FAM221B	2	2	1	4	7	82	110	2	0
TMEM8B	17	18	21	24	22	146	174	5	12
LOC101088278	2	0	0	2	0	76	91	0	0
LOC101095289	0	0	0	0	0	43	48	0	0
HRCT1	22	9	9	7	6	7	2	2	10
LOC111557510	32	39	24	27	21	7	9	11	10
LOC105261116	0	0	0	12	17	96	99	0	0
LOC101095775	0	0	0	0	0	13	19	0	0
LOC101096016	0	0	0	0	0	53	39	0	0
LOC101096269	0	0	0	0	0	18	25	0	0
LOC101096518	0	0	0	0	0	7	16	0	0
LOC101096768	0	0	0	0	0	38	30	0	0
RECK	397	526	462	261	332	153	196	305	346
GLIPR2	2948	2466	1928	3269	4111	296	186	1751	2135
CCIN	2	2	1	1	0	56	73	2	0
LOC109493854	2	3	2	2	1	99	123	1	0
CLTA	4092	4414	3780	4584	5508	357	239	2828	3671
LOC109493855	10	8	3	5	7	56	55	2	4
GNE	819	846	740	935	1295	233	283	1189	1406
RNF38	414	500	359	513	695	316	274	350	528
LOC109493856	1	0	0	1	2	35	52	0	2
LOC105261114	6	3	2	3	8	44	62	1	0
MELK	48	4	0	26	39	176	153	0	7
LOC109493857	9	20	10	8	6	100	124	6	3
PAX5	0	0	0	0	0	104	101	0	0
LOC109493858	0	0	0	0	0	28	24	0	0
ZCCHC7	420	479	361	485	697	181	172	288	341
GRHPR	445	487	497	749	819	58	62	426	446
ZBTB5	116	207	164	183	283	186	179	72	108
POLR1E	161	153	135	201	245	146	150	137	148
LOC109493860	0	0	0	0	0	31	39	0	0
FBXO10	58	85	62	143	184	106	132	87	83
LOC109493859	1	2	1	0	1	43	37	2	3
TOMM5	287	348	273	292	395	44	36	251	340
FRMPD1	0	0	0	0	2	281	376	0	0
LOC109493861	0	0	0	0	0	9	6	0	1
TRMT10B	417	412	370	505	666	93	110	291	332
EXOSC3	162	226	142	189	313	93	53	143	158
LOC109493862	7	1	0	2	1	37	31	3	5
DCAF10	1547	1790	1483	1700	2380	80	99	1192	1484
SLC25A51	2262	2641	2201	2720	3448	130	139	1684	1996
SHB	202	361	340	188	186	110	105	316	375
ALDH1B1	43	30	26	15	19	85	93	79	70
IGFBPL1	0	0	0	0	0	88	92	0	2
LOC102901088	0	0	0	0	0	155	198	0	0
CCDC180	0	1	0	0	2	271	332	1	0
TDRD7	234	507	380	275	442	178	211	249	323
TMOD1	226	330	247	250	352	134	145	174	243
LOC111557639	0	0	0	0	0	5	17	0	0
TSTD2	459	552	447	513	705	82	112	375	389
NCBP1	1359	1578	1312	1562	2286	232	174	992	1140
XPA	962	1194	979	1398	1748	183	177	789	921
FOXE1	0	3	1	0	1	101	115	1	0
TRMO	83	121	98	159	161	90	78	58	62
LOC111557512	0	1	0	2	0	25	36	0	1
HEMGN	1	1	0	0	0	41	76	1	2
LOC109493864	0	0	0	0	0	14	12	0	0
ANP32B	254	206	186	333	672	592	367	174	152
LOC111557513	8	7	8	7	11	25	34	7	3
NANS	622	850	679	1139	1512	119	161	739	820
TRIM14	35	69	46	13	22	58	62	22	30
LOC111557514	1	0	0	0	0	10	3	0	0
CORO2A	19	55	50	22	49	140	173	22	22
TBC1D2	57	108	107	266	292	99	130	36	54
GABBR2	32	20	12	44	45	165	198	11	17
ANKS6	198	239	184	293	430	131	148	107	147
LOC109493868	9	14	19	16	24	16	22	9	2
GALNT12	435	638	515	449	642	109	122	178	245
LOC109493870	5	15	14	3	4	32	56	2	3
LOC109493869	0	3	1	1	0	75	110	0	2
LOC109493872	0	1	4	1	0	7	13	1	1
COL15A1	10353	19555	16470	8352	10497	475	512	5127	6277
TGFBR1	2003	2175	1772	2861	3797	225	199	1121	1423
LOC109493873	0	0	0	0	0	28	18	0	0
LOC111557515	0	1	1	0	1	40	35	0	0
LOC111557516	0	0	3	1	6	109	117	0	1
ALG2	473	613	481	596	816	90	115	361	466
SEC61B	1861	1917	1548	2167	2984	66	39	1227	1665
LOC111557517	6	10	7	8	13	57	82	0	2
LOC111557518	0	1	0	0	1	22	32	0	0
LOC109493875	0	0	0	0	0	23	28	0	0
LOC109493876	3	3	2	1	0	25	40	1	3
NR4A3	24	39	18	26	49	189	183	6	10
STX17	252	241	184	275	339	94	75	137	226
LOC109493877	265	290	241	362	412	119	102	207	244
ERP44	1233	1456	1101	1271	1929	168	148	1117	1362
INVS	720	891	652	783	991	262	310	478	529
LOC111557696	0	0	0	0	0	1	3	0	0
TEX10	476	438	356	486	679	90	104	300	360
MSANTD3	118	90	75	204	250	138	166	42	57
TMEFF1	11	8	3	3	10	23	43	3	4
CAVIN4	1	6	2	1	3	60	91	1	0
LOC111557519	0	0	0	0	0	21	27	0	0
PLPPR1	0	5	2	0	1	116	118	0	0
LOC109493879	0	0	0	0	0	24	20	0	0
BAAT	13	0	0	0	0	47	56	10	5
LOC101096116	71	5	7	7	25	36	55	27	13
MRPL50	73	158	116	134	224	22	14	94	93
ZNF189	578	631	521	702	907	82	58	418	492
ALDOB	4	8	2	1	1	61	80	7	2
LOC109493884	0	2	0	1	0	16	22	4	0
TMEM246	621	1150	915	260	418	105	100	596	621
LOC109493885	20	14	14	7	12	29	25	4	4
LOC111557520	1	0	0	1	0	5	7	2	3
RNF20	940	1101	905	1101	1470	396	373	803	898
LOC109493886	5	3	1	0	2	7	6	3	4
GRIN3A	564	931	749	282	357	192	216	1001	1124
PPP3R2	0	0	0	1	2	20	37	4	4
LOC105260360	0	0	0	0	0	0	0	1	1
CYLC2	0	0	0	0	0	32	48	0	0
LOC105261112	0	0	0	0	0	27	43	0	0
LOC111557636	0	0	0	0	0	0	0	0	0
LOC109493630	0	0	0	0	0	7	6	0	0
LOC111557607	1	0	0	0	1	39	28	0	0
SMC2	398	339	285	404	543	641	412	337	442
LOC102902407	0	0	0	0	1	30	47	0	0
LOC111557465	0	0	0	0	0	11	29	0	0
LOC101080583	0	0	0	0	0	25	29	0	0
LOC101100006	0	1	0	0	0	23	24	0	0
LOC111556266	0	0	1	2	1	17	31	0	0
LOC101100254	0	0	0	0	0	11	23	0	0
LOC101081336	0	0	0	0	0	6	7	0	0
LOC101101005	0	0	0	0	0	0	0	0	0
LOC111556284	2	0	0	1	1	17	18	0	0
LOC101081581	0	0	0	0	0	2	14	0	0
LOC111557474	0	0	0	0	0	23	49	0	0
LOC111556257	0	1	0	0	1	36	52	0	0
LOC101082351	0	0	0	1	0	1	3	0	0
LOC111557476	0	0	0	0	1	14	16	0	0
LOC111557478	0	1	0	0	0	15	28	0	0
LOC101083628	0	1	0	0	0	3	7	0	0
LOC101101260	0	0	0	0	2	51	48	0	2
LOC101080836	18	21	19	16	15	64	82	4	9
NIPSNAP3A	325	509	404	433	568	67	33	284	332
LOC101080332	516	555	469	651	864	74	91	349	451
ABCA1	3856	3494	2980	3539	4443	496	556	3394	3956
LOC111557650	0	0	0	0	0	3	2	0	0
LOC109493887	0	1	0	0	1	31	46	0	1
LOC111557702	0	0	0	0	0	0	0	0	0
LOC109493890	0	3	0	1	1	17	28	0	1
SLC44A1	2287	1951	1531	2218	3131	99	135	2636	3198
FSD1L	604	886	627	732	954	87	104	495	621
FKTN	167	165	115	196	243	91	132	138	160
TAL2	3	2	1	1	2	13	8	1	1
TMEM38B	267	408	305	353	470	36	64	164	236
LOC111557521	0	1	0	0	0	7	10	0	0
LOC109493891	0	0	0	0	0	20	30	0	0
ZNF462	567	579	441	616	804	295	337	567	680
LOC109493897	14	5	4	8	13	65	102	5	18
LOC111557522	3	3	0	2	6	50	67	5	7
LOC111557523	0	1	0	0	2	54	68	0	0
RAD23B	5854	7373	5974	7135	8947	240	255	6029	7822
LOC109493902	1	7	10	14	15	50	50	0	0
KLF4	2922	1825	1529	2068	2554	99	76	1225	1485
LOC109493904	3	0	1	2	11	17	21	1	2
LOC109493905	1	1	1	3	1	56	61	8	13
LOC102900411	0	1	0	0	0	57	48	0	0
LOC111557524	0	5	0	4	7	17	13	0	2
LOC101088887	0	0	0	0	0	15	23	0	0
LOC109493907	0	3	0	2	2	129	151	0	0
ACTL7B	5	2	11	4	9	45	48	2	5
ACTL7A	8	15	7	7	11	59	65	6	6
ELP1	1682	2128	1796	1722	2252	335	363	897	1074
FAM206A	995	857	736	1037	1259	65	87	945	1145
CTNNAL1	3410	2440	1952	1666	2070	118	141	4610	5692
TMEM245	1570	1909	1538	1373	1636	180	151	1323	1517
FRRS1L	3	7	15	4	5	132	171	19	26
EPB41L4B	226	354	292	221	276	244	262	85	148
PTPN3	187	267	217	319	371	241	294	189	239
LOC109493910	4	6	3	6	2	30	28	0	4
LOC105261111	627	872	779	1596	1992	285	303	1911	2073
LOC109493911	0	1	0	0	2	20	22	0	0
LOC109493909	1	0	1	0	2	20	25	0	0
LOC111557699	0	0	0	0	0	20	46	1	0
LOC111557525	0	0	0	1	1	26	51	0	4
CD4H9orf152	0	1	0	0	0	22	32	3	1
TXN	9247	6990	6036	8444	11192	214	128	6851	7979
LOC109493915	262	108	84	134	188	109	141	78	112
