X1	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC4MINUS	MischiefMinus	X2654MINUS
LOC105261354	46	46	36	22	19	32	9	1	28	27	1
TTC24	25	22	29	20	14	15	4	3	18	28	6
IQGAP3	78	57	76	52	58	36	68	33	80	434	7
LOC102900580	19	17	13	8	3	19	3	1	4	52	1
MEF2D	428	338	338	382	137	271	123	115	123	163	82
LOC109495829	18	17	14	18	14	30	258	232	281	63	80
LOC105261353	11	2	2	8	17	1	0	0	0	120	0
RHBG	2	0	1	3	3	3	0	4	1	30	3
TSACC	24	17	32	15	5	12	9	10	28	15	13
CCT3	3672	3085	3727	1928	756	2781	6684	6555	8043	633	5537
GLMP	556	634	652	275	100	486	1695	2071	1738	38	1649
TMEM79	34	10	21	12	7	18	12	22	11	24	18
SMG5	1967	1721	1731	902	435	1358	1821	2086	2184	442	1599
LOC111558357	4	3	3	2	4	8	10	17	6	9	13
PAQR6	27	35	21	9	8	24	67	161	45	16	132
BGLAP	100	87	65	34	15	62	12	10	8	15	3
PMF1	222	267	190	87	39	154	102	75	86	79	9
LOC109495832	9	2	7	5	4	3	1	3	2	18	1
SLC25A44	113	104	110	84	39	68	292	342	373	136	226
LOC109495831	0	2	1	0	0	0	0	0	1	0	0
SEMA4A	1625	1652	1697	656	304	1132	2	2	0	302	3
LOC111558348	28	31	27	11	10	18	7	6	6	9	7
LMNA	967	1547	1730	734	245	1031	16762	13982	20057	1115	11872
LOC102901005	260	629	456	243	86	486	152	112	114	18	140
MEX3A	1	2	3	3	4	2	7	10	12	72	0
RAB25	1	3	2	1	4	3	0	0	0	23	0
LAMTOR2	632	454	696	404	141	563	602	753	879	61	561
UBQLN4	633	562	599	287	147	422	293	324	381	132	240
LOC102901020	0	1	0	0	2	0	1	1	0	10	0
SSR2	3198	2923	3557	2020	739	2432	6290	7098	6495	359	5077
ARHGEF2	7750	7094	6923	3394	1414	5261	8947	7318	12150	868	4686
KHDC4	1599	1520	1455	657	288	1016	835	739	1036	228	565
LOC111558455	55	62	64	59	24	99	20	7	14	19	8
LOC111558452	356	532	573	307	90	513	34	43	67	31	17
RIT1	168	163	203	131	55	121	83	67	154	16	74
LOC111558352	0	0	0	0	0	0	0	0	0	0	0
SYT11	47	47	47	26	16	23	1568	1634	3239	234	1023
LOC101087446	1518	1191	1276	712	350	970	1103	1023	1298	602	648
MSTO1	131	109	139	75	28	111	414	353	609	54	422
DAP3	2456	2120	2367	1208	492	1624	2129	1627	2495	160	1606
ASH1L	4719	3321	4265	5235	1702	2823	1126	1071	1297	780	756
RUSC1	22	23	34	15	29	18	239	217	403	58	203
LOC109495837	0	0	1	0	0	0	1	0	2	0	1
FDPS	232	151	283	122	52	177	723	649	1305	133	901
PKLR	2	0	2	6	10	2	0	1	1	74	2
HCN3	26	11	18	11	25	9	58	57	64	99	51
CLK2	1307	1119	1224	624	253	772	397	368	481	207	188
SCAMP3	541	556	517	259	122	391	1033	1181	1311	130	692
FAM189B	945	804	941	734	237	993	1472	999	2007	156	2010
LOC109495838	1	2	1	3	2	3	4	2	3	11	2
GBA	432	345	503	348	150	303	909	903	839	83	971
MTX1	221	209	237	122	46	227	561	468	649	64	367
THBS3	124	64	178	50	24	55	2285	1199	2324	115	1054
LOC109495839	2	1	0	1	4	1	4	1	3	4	0
MUC1	0	0	1	0	2	2	0	0	0	12	0
TRIM46	16	15	17	11	33	11	24	23	25	113	14
KRTCAP2	620	622	730	353	102	388	1321	1397	1619	87	1091
DPM3	183	243	235	152	54	198	138	147	157	39	94
SLC50A1	48	44	61	59	21	38	82	75	99	46	66
EFNA1	93	108	102	54	24	93	137	155	239	38	123
LOC109495840	0	1	0	2	2	1	0	0	0	16	0
LOC105261357	1	2	1	1	8	0	0	0	0	5	0
EFNA3	2	0	1	1	2	1	29	38	26	53	24
EFNA4	3	3	9	6	9	6	22	32	28	46	9
ADAM15	595	218	876	189	146	264	700	758	462	82	1513
DCST1	15	8	7	6	20	5	11	22	17	66	4
DCST2	17	12	12	11	11	9	5	15	8	43	1
ZBTB7B	1206	933	1174	465	194	923	911	1234	1197	199	746
LOC109495841	20	4	13	5	6	6	12	9	7	16	8
LENEP	23	18	9	13	7	10	15	5	9	2	2
FLAD1	660	557	673	335	115	482	1237	1286	1636	72	671
CKS1B	66	77	101	48	22	77	183	210	184	57	136
SHC1	937	899	904	689	269	877	3644	5079	3760	288	3878
PYGO2	344	216	292	358	124	156	256	242	416	77	288
PBXIP1	2072	1788	1715	681	280	1181	2126	1672	3451	79	3294
LOC109495842	29	52	29	20	10	39	3	3	6	18	0
PMVK	301	267	285	120	86	281	82	139	145	43	148
LOC102902091	26	11	17	14	12	10	1	16	3	19	0
LOC109495425	25	8	20	7	6	17	1	0	0	25	1
LOC102902166	28	19	30	14	9	13	1	0	4	21	1
LOC109495481	1	0	0	0	3	1	0	0	1	38	0
LOC109495845	0	0	0	1	0	0	0	0	0	0	0
KCNN3	32	24	24	12	29	23	1	3	0	115	1
LOC111558424	3	3	3	3	4	5	3	3	1	30	4
ADAR	5739	6967	5051	1930	1325	4854	3271	3081	4382	369	2236
LOC111558398	28	12	18	10	9	11	1	7	9	10	1
CHRNB2	48	46	28	16	34	60	31	60	57	132	78
UBE2Q1	4082	4076	4515	2333	857	3503	2635	3045	3148	294	1935
LOC111558363	3	2	1	1	7	1	0	0	0	20	0
LOC111558387	2	1	1	1	0	0	0	0	0	6	0
SHE	102	117	111	19	25	42	6	11	3	58	2
IL6R	2775	3153	3052	1213	655	2331	178	127	202	86	172
ATP8B2	6688	5373	5391	3551	1166	4199	4900	5211	3739	544	3058
AQP10	45	36	49	30	24	43	32	17	39	131	12
HAX1	250	267	261	128	54	186	900	986	1182	122	641
LOC111558431	6	8	4	3	3	2	16	6	18	3	5
UBAP2L	1573	1385	1445	983	350	1002	1523	1337	1838	816	997
LOC111558453	79	46	64	43	20	73	9	23	23	29	6
CF1H1orf43	1202	1193	1167	625	251	850	1429	1551	1755	115	1012
CF1H1orf189	14	13	11	7	7	12	10	19	17	19	4
TPM3	8503	7666	10204	5286	1916	6919	4548	3871	4423	2373	3977
LOC109495849	2	5	13	4	1	2	2	1	1	1	0
NUP210L	225	239	224	125	83	157	59	28	44	290	15
RPS27	9329	9207	10791	6857	2088	7053	6472	6705	7052	508	4841
RAB13	319	264	260	152	75	206	820	698	875	68	639
JTB	1011	948	1054	566	231	908	1108	1292	1227	102	800
CREB3L4	307	278	323	110	46	194	226	220	294	103	140
SLC39A1	419	391	544	201	124	338	2258	2781	2363	65	1682
CRTC2	342	284	332	234	108	262	135	115	139	158	89
DENND4B	3270	1897	2643	1570	663	2005	465	534	625	337	305
GATAD2B	765	479	560	920	269	377	192	183	235	338	148
LOC109495850	2	4	1	3	9	4	3	0	3	21	0
SLC27A3	41	35	45	12	24	20	161	134	82	64	33
INTS3	1311	956	1190	910	389	800	904	1246	1121	372	685
NPR1	46	44	61	20	26	32	19	58	16	173	15
TRNAM-CAU_18	0	0	1	0	2	0	0	1	0	1	0
ILF2	2857	2517	2603	1379	494	1949	1754	1697	2134	424	1273
SNAPIN	638	486	551	298	135	390	632	713	715	80	553
CHTOP	3318	2590	2925	1620	664	2079	2091	1651	2186	249	1438
S100A1	5	0	4	4	5	1	44	26	16	30	70
S100A13	45	7	28	23	9	9	1380	1936	1728	52	1993
LOC111558479	0	1	1	0	1	0	1	0	0	3	0
S100A14	1	0	2	2	4	1	3	3	2	39	3
S100A16	1	1	1	2	3	1	817	1390	1385	26	1333
S100A2	21	17	25	15	6	11	116	271	229	4	57
LOC109495853	1	0	0	0	4	0	0	0	0	27	0
LOC109495854	0	2	1	1	5	0	1	0	1	35	0
S100A3	0	0	0	0	2	2	2	2	1	1	0
S100A4	5513	3696	8713	2810	1734	3781	2581	4117	1408	214	7292
S100A5	20	13	38	13	3	21	2	0	3	40	3
S100A6	2223	1394	3262	947	652	1453	22709	29843	23043	62	24308
LOC101087705	0	0	0	0	2	0	0	0	0	34	0
S100A8	3434	1980	3019	1755	1259	2057	0	0	0	13	0
S100A12	3443	3059	2978	2224	1149	2512	0	0	0	16	0
S100A9	2757	1657	2456	1762	886	2008	0	0	0	33	0
LOC105260178	278	135	319	363	80	195	0	0	0	66	0
LOC111559157	1	0	0	0	3	0	0	0	0	31	0
LOC111559156	0	0	0	0	0	0	0	0	0	2	0
LOC105260168	1	0	0	0	9	0	0	0	0	24	0
LOC111559159	1	2	2	2	7	3	0	0	1	0	0
LOC109495579	9	7	8	7	13	6	5	19	8	0	8
LOC109495578	10	7	11	2	11	3	0	0	4	4	12
LOC111559160	1	3	0	1	0	0	0	0	0	2	0
LOC101097535	93	87	93	57	11	97	80	71	73	76	64
LOC111559161	11	9	8	16	3	13	739	873	672	11	436
LOC111559164	2	1	3	0	0	0	2	0	4	6	17
LOC111559163	17	5	20	8	32	12	4	3	1	2	22
RHEX	0	11	4	9	5	18	0	0	0	14	0
LOC111559166	0	0	0	0	0	0	0	0	0	4	0
LOC109495721	6	0	3	0	0	0	0	0	0	16	0
LOC111559167	0	0	1	0	0	0	0	0	0	6	0
LOC111559168	1	1	1	3	0	1	0	0	0	2	0
LOC105260238	1	1	2	0	2	0	0	0	0	22	0
LOC111559172	20	17	6	15	8	3	0	0	0	6	0
LOC111559171	39	21	30	21	10	24	5	26	3	5	3
LOC111559173	31	14	16	18	2	15	9	10	9	1	8
LOC111559174	57	55	52	23	19	50	192	190	163	26	149
LOC102899846	28	7	13	36	14	13	2	22	6	50	0
LOC111558586	3	0	2	9	7	1	0	2	3	6	0
LOC109496973	19	2	14	87	43	21	11	14	2	0	4
LOC111558590	17	4	8	23	7	4	5	9	9	0	10
LOC111558517	27	20	23	18	7	17	8	10	9	13	7
SPIDR	485	493	480	308	144	370	139	209	202	203	131
LOC111558600	0	1	0	0	0	0	0	0	0	5	0
CEBPD	489	277	593	196	168	347	588	527	534	5	595
PRKDC	2147	2219	2185	1225	608	1739	2219	2449	2420	438	1262
MCM4	262	325	464	226	55	265	379	140	248	250	120
UBE2V2	1860	1898	1562	750	325	1275	3252	3196	3333	110	2399
LOC109495957	9	9	10	7	19	8	520	624	398	104	383
EFCAB1	1	3	3	2	4	0	3	2	2	34	2
LOC109495881	1	0	2	0	4	0	0	0	0	37	0
LOC109495960	3	0	2	1	9	6	2	1	0	46	0
LOC111558570	1	0	4	1	8	1	0	0	2	55	0
SNAI2	1	0	0	1	2	0	4156	3420	5811	71	1582
LOC111558574	0	1	0	4	3	0	17	3	7	16	4
PPDPFL	1	0	2	3	5	1	8	7	4	25	7
LOC109495893	0	0	1	1	0	1	0	0	0	8	0
LOC109495894	1	0	0	0	1	0	0	0	0	23	0
LOC111558606	0	0	0	0	3	0	0	0	0	0	0
SNTG1	4	2	4	4	15	2	0	0	0	114	0
LOC109495963	0	0	0	3	3	0	0	0	0	18	0
LOC109495896	0	0	0	0	3	0	0	0	0	20	0
LOC111558646	0	0	0	0	0	0	0	0	0	0	0
PXDNL	72	58	33	10	28	52	151	613	77	155	875
PCMTD1	2049	1826	1768	1412	490	1400	1431	2582	1862	95	1272
LOC109495965	209	92	114	145	53	77	11	32	13	72	6
LOC111558545	0	1	0	0	0	0	3	1	0	5	0
LOC111558544	1	0	1	3	1	2	3	5	2	0	1
ST18	8	3	14	7	10	0	11	18	0	180	5
ALKAL1	0	1	0	2	2	0	0	0	2	11	0
RB1CC1	5794	5855	5185	3374	1416	4107	2667	3374	3515	732	2459
LOC109495967	472	661	533	235	81	393	82	68	111	78	63
LOC109495968	11	13	20	5	8	7	0	0	0	51	0
LOC109495970	1	0	4	1	6	1	0	0	0	19	0
LOC109495969	0	2	1	1	3	0	0	0	0	1	0
NPBWR1	0	2	1	1	1	0	0	0	0	6	0
LOC109495971	1	1	0	0	2	0	0	0	0	10	0
OPRK1	2	8	2	3	7	1	1	0	1	63	0
LOC109495972	3	0	1	3	4	4	0	0	0	15	0
LOC109495973	2	0	0	0	1	3	0	0	0	10	0
ATP6V1H	963	885	1035	511	256	729	1353	1826	1638	108	1096
RGS20	15	6	7	11	10	5	39	6	56	86	17
TCEA1	2418	2001	2217	1466	534	1711	2640	2481	3078	287	1338
LYPLA1	291	386	375	197	103	289	962	1233	1544	45	513
MRPL15	640	783	692	336	130	544	1239	1431	1609	73	963
LOC109495899	2	0	1	0	3	0	0	1	0	20	0
LOC109495977	0	0	0	2	4	0	0	0	0	12	0
LOC109495976	3	3	4	1	18	1	1	0	0	93	0
SOX17	2	0	1	1	2	0	0	1	0	10	0
LOC109497084	0	0	0	0	2	0	0	0	0	0	0
RP1	5	1	2	4	18	1	0	0	0	88	0
LOC109495978	8	2	3	1	7	2	0	0	0	57	0
XKR4	8	5	6	7	48	6	2	4	1	280	1
TMEM68	864	835	891	568	219	677	965	924	824	121	640
TGS1	1244	1042	1098	756	244	769	506	597	622	201	296
LOC102901006	1018	895	1073	674	190	833	0	0	0	49	0
TRNAK-CUU_90	0	0	0	0	0	0	0	0	0	7	0
LYN	7529	5467	8208	7721	2385	6312	405	730	519	71	230
LOC111558513	76	47	73	38	13	40	85	63	133	11	60
RPS20	16173	15720	18000	11171	4064	14001	26952	28121	32784	607	18108
LOC111558616	44	49	47	14	6	39	17	11	7	3	4
MOS	0	1	1	1	1	0	0	0	0	11	0
LOC109495981	3	1	0	0	2	0	9	12	2	13	0
LOC109495982	3	1	3	2	5	0	9	12	7	20	2
PLAG1	44	48	39	34	32	51	340	836	96	121	305
CHCHD7	170	190	166	60	30	109	111	155	125	37	112
LOC109495983	0	0	1	2	4	1	0	1	1	20	0
SDR16C5	6	5	4	3	11	3	916	1043	797	86	898
PENK	1	0	0	0	2	0	1	0	1	29	6
LOC109495884	0	0	2	0	1	0	0	0	0	22	0
LOC111558563	1	0	0	0	2	0	0	0	0	7	0
LOC109495984	0	1	0	1	7	0	0	0	1	2	0
IMPAD1	609	490	520	340	153	343	2381	2778	2695	160	1948
LOC111558578	14	10	11	3	2	13	2	0	0	14	0
FAM110B	33	34	32	16	25	34	89	56	103	52	18
LOC109495985	0	2	1	1	4	0	0	0	0	18	0
UBXN2B	669	577	587	390	160	383	352	524	522	96	308
LOC101099612	5	1	2	2	5	3	4	3	5	41	3
LOC109495986	5	4	2	2	0	0	2	1	11	34	0
SDCBP	4204	3527	4394	5444	1759	2966	2694	2846	3055	175	1340
NSMAF	3792	3293	3665	2420	845	2377	936	1271	1349	358	666
TOX	130	313	143	87	64	118	17	11	43	206	62
TRNASTOP-UCA	3	0	1	1	3	5	0	0	0	6	0
LOC111558589	0	1	0	0	3	0	3	0	0	35	1
LOC109495991	3	3	1	0	10	2	0	0	0	40	0
LOC109495992	1	0	0	2	1	0	0	1	0	8	0
LOC109495993	5	1	1	2	12	2	1	0	0	4	0
CA8	47	51	42	68	20	52	0	1	0	35	0
LOC109495994	15	11	12	14	10	17	6	14	40	74	3
LOC109495996	219	109	49	110	35	166	100	200	408	116	95
LOC109495995	0	1	1	0	0	2	1	0	1	14	1
RAB2A	2044	1977	2027	1049	420	1527	6347	7073	7291	127	4314
LOC109495997	5	14	16	6	11	7	0	0	0	14	0
LOC111558546	1	0	3	2	0	1	0	0	0	0	0
CHD7	1822	1431	1416	1201	491	1038	122	107	194	890	65
LOC109495998	2	6	5	5	6	2	0	0	0	81	0
LOC109496000	2	0	0	0	4	0	0	0	0	44	0
LOC109496001	1	0	0	2	1	0	1	0	0	41	0
CLVS1	8	21	14	6	8	28	42	36	19	70	13
ASPH	1775	3223	2395	1128	565	1895	4567	4813	3548	220	2431
LOC109496003	3	3	1	1	6	4	0	0	1	36	0
LOC109496004	1	1	1	0	4	1	0	0	0	16	1
LOC109496006	2	0	1	0	6	2	0	0	0	12	0
NKAIN3	1	1	0	1	11	0	0	2	0	30	0
LOC109496007	0	0	1	0	5	1	0	0	1	30	0
LOC109496008	0	1	0	0	9	0	0	0	0	10	0
LOC109496010	1	1	0	2	3	1	0	0	0	53	0
LOC105261370	23	9	19	10	6	5	5	5	5	15	2
GGH	2194	1062	2722	1089	642	1407	2098	1966	1571	84	1499
TTPA	5	6	4	6	15	7	18	23	13	80	53
YTHDF3	2521	2276	2244	1284	546	1708	3574	4150	3589	153	2517
LOC109496011	0	0	1	1	9	0	0	0	0	73	0
LOC111558562	0	1	0	2	5	0	0	0	0	11	0
LOC109496013	1	0	1	2	6	0	0	1	0	55	0
LOC111558512	2	0	2	0	3	0	0	0	0	27	0
LOC109496014	0	0	0	0	1	0	0	0	0	8	0
LOC109496015	3	0	0	1	7	3	0	0	1	91	0
BHLHE22	0	0	0	0	3	1	2	7	1	28	2
LOC101086873	8	9	6	3	8	4	458	394	382	44	163
LOC109496016	5	2	5	5	17	3	1	1	0	77	0
LOC109496017	0	0	0	1	4	0	0	0	0	13	0
LOC111558554	0	0	0	0	2	0	0	0	0	5	0
LOC111558567	0	0	0	1	5	0	0	0	0	23	0
LOC111558568	1	1	1	0	6	0	0	0	0	12	0
LOC109496018	3	2	3	5	1	5	5	5	6	58	7
ARMC1	1015	1103	957	503	204	710	1432	1990	1820	134	1216
MTFR1	513	390	401	253	96	276	1372	1619	1838	55	988
LOC111558552	67	50	67	27	14	41	1	6	2	22	5
PDE7A	2823	3297	2771	1117	656	2010	157	293	267	272	179
LOC109496020	1	3	1	2	4	0	0	0	1	13	0
DNAJC5B	3	3	2	4	6	2	0	1	0	85	0
TRNAR-ACG_7	5	4	9	4	2	3	0	1	0	8	2
TRNAY-GUA_13	1	7	1	0	0	2	5	11	0	8	1
TRNAY-GUA_14	2	0	2	0	1	2	0	0	2	7	0
TRNAA-AGC_16	0	0	0	0	0	1	0	0	0	25	0
TRIM55	1	4	4	2	8	7	3	3	1	114	3
LOC111558584	11	0	3	9	2	6	2	8	1	129	3
CRH	63	48	57	32	16	43	20	51	34	56	26
LOC109496022	10	6	8	11	19	1	0	4	1	110	1
RRS1	105	94	106	54	28	77	168	218	232	76	129
ADHFE1	6	11	16	3	11	10	5	2	16	33	5
CF2H8orf46	8	9	10	6	12	3	1	16	17	133	5
LOC109496023	33	11	37	22	13	14	0	9	6	44	8
MYBL1	477	607	400	313	104	204	41	149	60	125	733
LOC109496024	10	7	4	0	10	5	0	0	1	57	1
VCPIP1	5113	5361	4505	2153	1221	3872	2658	3387	3149	281	2947
LOC102900275	274	305	283	107	42	155	46	43	66	50	26
LOC109496025	5	3	1	3	11	0	6	9	3	35	6
SGK3	652	461	735	272	166	331	345	488	370	62	669
MCMDC2	20	8	17	9	11	11	7	13	24	40	37
LOC102900565	3	0	0	0	7	0	1	0	0	12	0
LOC102900644	364	438	445	234	106	339	1649	2014	1734	42	1069
LOC111558614	3	8	13	1	3	7	1	3	3	76	1
LOC111558630	1	2	0	1	0	1	1	1	2	0	0
TCF24	4	0	9	3	1	0	0	0	0	47	0
PPP1R42	3	0	2	1	5	0	21	37	25	20	29
LOC111558613	0	0	0	0	0	0	0	0	0	3	0
COPS5	1334	1221	1111	603	254	950	1566	2137	1821	76	2006
CSPP1	682	583	663	425	172	416	494	570	470	205	536
LOC111558612	0	1	1	4	0	1	0	0	1	4	0
ARFGEF1	3499	2975	2981	2422	913	2278	1943	2891	2195	432	1183
LOC109496029	1	1	0	0	1	1	1	2	0	13	0
CPA6	1	0	0	3	5	1	5	0	0	77	0
LOC109496030	0	0	0	0	2	0	0	0	0	2	0
LOC111558633	0	0	0	0	1	0	0	0	0	1	0
PREX2	4	6	3	11	23	5	5	3	0	259	0
CF2H8orf34	75	132	83	16	27	60	0	2	0	71	0
LOC111558645	0	0	0	0	0	1	0	0	0	1	0
LOC111558605	0	0	0	0	0	0	0	0	0	0	0
SULF1	4	9	19	3	12	4	3616	4737	3583	228	556
LOC102901083	0	0	0	1	3	0	13	21	14	16	5
SLCO5A1	22	25	14	19	22	9	10	19	34	467	29
LOC102901197	1	1	1	2	4	1	0	1	0	21	0
PRDM14	2	2	2	2	2	1	0	0	0	65	0
NCOA2	3666	3845	3096	1741	783	2355	1843	1825	2189	585	1695
LOC109496033	0	0	0	0	2	0	1	0	0	5	0
TRAM1	2604	2867	2398	1543	760	1960	2891	3421	2847	149	2370
LOC111556265	1	6	2	1	4	1	1	0	1	34	0
LACTB2	397	446	485	233	96	306	630	887	725	65	590
XKR9	1	0	6	2	8	1	0	15	1	16	3
LOC111558555	1	0	0	1	5	2	0	0	0	58	0
LOC109495903	0	0	0	0	2	1	0	0	0	14	0
EYA1	2	3	5	0	15	4	34	6	4	144	28
MSC	10	7	14	7	4	8	67	28	14	177	0
LOC109496035	0	0	2	0	1	0	1	0	0	28	0
LOC109496036	2	0	1	2	4	2	9	9	2	52	0
TRPA1	3	2	5	4	14	1	3	0	0	88	0
KCNB2	15	0	9	2	10	5	14	5	14	176	2
LOC111558592	0	2	1	2	4	0	1	0	0	33	0
LOC109496037	3	0	1	1	0	3	4	0	3	37	0
TERF1	1117	1109	1033	540	193	719	554	631	668	105	360
SBSPON	38	43	47	29	13	72	390	307	68	22	84
CF2H8orf89	58	20	38	21	16	32	302	217	270	16	89
LOC111558523	24	6	18	12	5	5	18	6	5	30	6
RPL7	30318	28375	35668	17797	6630	21888	38161	35755	36806	706	21624
RDH10	148	210	223	75	30	96	3393	2351	2187	51	413
LOC109496042	1	1	3	4	8	4	0	0	0	19	0
STAU2	6955	7973	8474	5845	1917	5967	649	768	717	113	521
LOC109496041	3165	3847	4366	2520	983	3376	2	0	0	34	0
LOC111558628	0	0	1	3	0	0	0	0	0	0	0
UBE2W	1861	1473	1692	1120	411	1233	1462	2191	1828	94	1116
LOC102899236	12	8	10	3	4	6	0	1	2	55	0
ELOC	201	232	227	97	46	160	494	522	593	15	410
TMEM70	505	527	587	212	127	454	801	979	851	50	621
LOC109496045	3	1	6	1	4	4	0	1	4	10	1
LY96	139	102	161	55	41	99	142	207	148	12	98
LOC109496044	7	2	2	1	4	3	0	0	0	33	0
LOC109496043	0	0	0	1	4	0	1	0	0	9	0
LOC109496048	51	50	59	14	14	36	0	7	10	12	1
JPH1	202	168	137	46	23	41	359	217	103	103	440
LOC111558507	122	96	94	15	20	44	8	7	5	30	4
GDAP1	3	1	4	2	12	4	16	24	9	86	17
LOC111558640	0	0	0	0	0	0	0	0	0	4	0
PI15	8	13	7	8	20	10	134	401	162	72	54
CRISPLD1	5	1	2	1	13	1	2	6	0	21	3
LOC111558620	0	0	0	0	0	0	0	0	0	0	0
HNF4G	3	2	4	1	12	2	0	1	0	71	0
LOC105261368	0	0	1	0	2	0	1	0	0	12	0
LOC109495905	0	0	1	0	0	0	0	0	0	9	0
LOC111558599	0	0	0	0	0	0	0	0	0	0	0
LOC102899780	1	1	1	1	13	1	109	37	152	62	9
ZFHX4	11	6	8	6	34	6	563	744	868	364	178
LOC102899830	0	0	1	0	5	2	9	3	7	93	3
LOC109496051	2	2	0	0	4	1	18	14	15	49	4
LOC111558509	0	0	0	2	2	0	3	3	1	59	3
PEX2	711	559	643	338	150	454	1094	1198	1261	124	676
LOC102900087	0	0	1	0	4	1	4	1	2	8	0
LOC109496050	3	0	4	0	6	0	17	25	55	54	3
LOC111558637	0	0	0	0	0	0	0	0	0	0	0
LOC102900150	2	1	1	1	4	1	3	6	1	21	2
PKIA	1	0	0	3	7	2	203	494	125	43	139
ZC2HC1A	41	33	53	38	20	27	494	752	472	28	404
LOC109496056	10	3	5	11	6	9	5	6	1	19	10
IL7	672	530	713	342	239	638	61	73	35	63	164
STMN2	206	111	395	197	84	307	0	0	0	37	3
LOC109496058	2	1	1	1	3	0	0	1	0	5	0
LOC109495906	0	0	1	0	1	0	0	0	0	34	0
HEY1	4	5	6	4	11	7	74	110	114	47	28
LOC109496059	3	0	1	0	9	1	1	0	3	20	0
MRPS28	258	268	296	158	58	211	297	277	309	39	188
TPD52	9526	6833	12715	6062	2531	7914	4	15	4	90	22
LOC102900735	2	2	2	4	4	7	0	2	0	41	0
LOC109496060	12	2	31	7	22	24	0	0	0	28	0
LOC109496061	0	0	0	1	1	0	0	0	0	6	0
LOC109496062	0	0	0	0	1	1	0	0	0	39	0
LOC102900800	9	4	12	2	10	8	2	4	0	118	0
ZBTB10	1724	1372	1677	1099	371	1110	1379	1750	1719	124	835
LOC102900886	1	3	4	2	22	0	2	4	1	70	1
ZNF704	4	6	4	7	32	1	1079	2638	866	259	729
LOC109496063	1	0	2	1	1	0	3	5	3	11	2
PAG1	2844	2431	2275	2410	750	1670	544	767	904	391	458
LOC109496065	20	4	9	21	5	7	1	1	0	22	0
LOC109496066	63	33	51	74	29	33	6	5	2	75	4
LOC109496068	0	1	0	0	5	0	0	0	0	43	0
FABP5	152	90	237	78	54	88	52	59	115	88	180
LOC109496071	8	3	7	4	4	0	0	2	4	72	2
LOC109496072	0	0	0	0	0	3	0	0	0	19	0
LOC111558642	0	0	0	0	1	0	0	0	0	1	0
LOC101086947	0	1	0	0	4	0	0	0	2	19	0
LOC101087200	0	0	0	1	5	0	0	0	0	41	0
LOC101087449	0	2	1	1	5	0	1	0	1	18	17
FABP12	1	2	0	0	12	1	0	0	0	43	0
IMPA1	1183	1231	1297	510	265	910	1498	1651	1700	87	1087
SLC10A5	145	93	129	92	40	76	79	66	48	45	23
ZFAND1	478	522	444	347	111	354	316	355	450	32	262
CHMP4C	28	12	12	0	12	4	44	83	134	85	53
SNX16	322	355	305	150	74	253	611	907	683	38	412
LOC102901503	20	18	25	25	12	17	28	27	20	62	12
LOC111558635	0	0	0	0	0	0	0	0	0	5	0
RALYL	7	1	2	4	12	1	0	0	0	123	1
LOC101096635	2	1	0	0	2	0	0	0	0	63	0
LOC109496074	0	1	1	1	9	2	0	0	0	22	2
LRRCC1	270	169	197	135	47	134	151	133	172	104	57
E2F5	274	299	257	151	66	192	363	399	353	38	223
LOC109496075	8	2	7	1	3	0	0	2	1	31	1
CF2H8orf59	510	527	533	320	133	338	715	776	710	51	417
CA13	137	83	147	96	56	74	858	712	861	52	504
CA1	2	0	0	0	1	0	0	1	1	54	0
LOC102902149	1	0	1	2	8	1	0	2	4	43	0
CA3	1	1	2	4	6	0	149	37	278	49	69
CA2	179	125	52	304	11	82	115	3	66	66	1
LOC109496076	0	0	0	0	5	0	0	1	1	38	0
LOC109496078	0	0	0	0	1	0	0	0	0	8	0
PSKH2	1	1	0	0	6	0	0	1	0	37	0
ATP6V0D2	1	0	2	2	11	0	998	1787	1915	47	2
TRNAK-UUU_17	0	0	0	0	0	1	0	0	0	11	0
LOC109496080	0	1	0	1	1	0	0	0	0	11	0
SLC7A13	0	0	0	1	3	1	0	0	0	44	0
LOC101097024	4	7	9	1	6	0	5	5	6	1	4
WWP1	1430	1100	1204	1256	438	802	861	1012	1270	223	422
LOC111558653	3	3	4	3	1	0	0	5	2	10	0
RMDN1	465	477	470	220	109	298	402	366	383	54	272
CPNE3	2499	2350	2313	1238	513	1559	2506	2693	3548	139	1743
CNGB3	1	3	2	1	16	1	0	0	0	61	0
LOC111558536	0	0	1	1	1	1	0	0	0	46	0
CNBD1	1	1	3	1	5	1	1	0	0	28	0
LOC111558503	0	0	0	0	0	0	0	0	0	2	0
LOC109496084	0	0	0	1	1	0	0	0	0	9	0
MMP16	10	9	7	4	12	9	4403	940	3513	122	72
LOC109496085	0	1	2	1	5	1	5	3	5	66	0
LOC111558581	30	36	29	16	20	13	2	48	6	20	8
LOC111558514	213	257	166	103	37	157	38	40	33	10	28
RIPK2	641	1073	675	345	167	634	484	524	615	34	484
OSGIN2	622	954	557	372	128	523	150	268	222	79	115
NBN	733	917	922	421	190	571	2046	1921	2161	129	1150
DECR1	382	500	392	269	112	343	523	741	679	68	441
CALB1	7	3	0	3	20	1	2	1	0	58	0
TMEM64	236	199	248	116	34	133	1800	4522	1466	60	1189
LOC102899938	3	0	0	2	6	1	3	29	3	49	7
